HireDate,count_of_hires,multiple_hires,UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,Right_HireDate,TerminationDate,AnnualSalary,FileName,Input_File_Name,Output_File_Name
06/05/1979,1,False,107,West,L,NA,other,HR Manager,Sales,06/05/1979,,95282.3,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data5.csv,output_data5.csv,questions_data5
13/08/1980,1,False,64,Newton,V,NA,female,Marketing Specialist,Product,13/08/1980,,73760.37,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data5.csv,output_data5.csv,questions_data5
16/04/1985,1,False,94,Reyes,J,Benjamin,other,Data Analyst,Operations,16/04/1985,,74420.62,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data5.csv,output_data5.csv,questions_data5
16/12/1997,1,False,55,Hill,U,Loretta,female,Customer Support Rep,Finance,16/12/1997,14/05/2021,71150.39,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data5.csv,output_data5.csv,questions_data5
24/05/2023,1,False,110,Sanchez,V,Christine,female,Software Engineer,Data Science,24/05/2023,,74300.55,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data5.csv,output_data5.csv,questions_data5
31/10/1997,1,False,66,Johnson,C,Nicolas,female,Customer Support Rep,Data Science,31/10/1997,,112594.48,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data5.csv,output_data5.csv,questions_data5
30/10/1979,1,False,39,Medina,F,Rebecca,male,Product Manager,Engineering,30/10/1979,,119858.08,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data5.csv,output_data5.csv,questions_data5
11/11/1959,1,False,108,Jackson,T,Alexander,other,Accountant,HR,11/11/1959,,81813.56,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data5.csv,output_data5.csv,questions_data5
15/04/1963,1,False,46,Mcclain,U,Allison,other,Sales Executive,Finance,15/04/1963,,44899.96,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data5.csv,output_data5.csv,questions_data5
29/01/2003,1,False,75,Conway,F,Tracy,female,Accountant,Product,29/01/2003,,48120.32,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data5.csv,output_data5.csv,questions_data5
16/08/1993,1,False,92,Hill,D,NA,other,Customer Support Rep,Operations,16/08/1993,,63931.5,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data5.csv,output_data5.csv,questions_data5
08/06/1972,1,False,29,Strickland,V,Dylan,female,Accountant,Operations,08/06/1972,,72548.63,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data5.csv,output_data5.csv,questions_data5
09/03/1968,1,False,89,NA,L,Gregory,female,Customer Support Rep,Operations,09/03/1968,,85892.32,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data5.csv,output_data5.csv,questions_data5
17/08/1966,1,False,102,NA,G,Ricky,male,Customer Support Rep,Operations,17/08/1966,,48459.33,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data5.csv,output_data5.csv,questions_data5
