HireDate,count_of_hires,multiple_hires,UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,Right_HireDate,TerminationDate,AnnualSalary,FileName,Input_File_Name,Output_File_Name
30/09/2018,1,False,23,Rodriguez,W,Elena,female,IT Project Manager,IT,30/09/2018,,83000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27
11/10/2018,1,False,12,Anderson,L,Jessica,female,Research Analyst,Research,11/10/2018,,71000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27
24/03/2023,1,False,41,Turner,AO,Amelia,female,Recruiter,Human Resources,24/03/2023,,58000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27
18/09/2022,1,False,49,Sanchez,AW,Chloe,female,Graphic Design Intern,Design,18/09/2022,,40000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27
,1,False,46.Edwards,AT,Henry,male,Customer Success Manager,Support,15/07/2021,,77000,,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27
17/10/2019,1,False,58,King,G,Matthew,male,Product Designer,Product,17/10/2019,,74000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27
10/01/2019,1,False,17,Martin,Q,Paul,male,Financial Analyst,Finance,10/01/2019,,77000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27
12/06/2019,1,False,64,Brown,M,Mason,male,Quality Assurance Engineer,IT,12/06/2019,,72000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27
05/11/2019,1,False,77,Baker,Z,Isabella,female,Market Research Assistant,Marketing,05/11/2019,,49000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27
20/01/2023,1,False,21,Robinson,U,Timothy,male,Sales Manager,Sales,20/01/2023,,89000,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data27.csv,output_data27.csv,questions_data27
