HireDate,count_of_hires,multiple_hires,UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,Right_HireDate,TerminationDate,AnnualSalary,FileName,Input_File_Name,Output_File_Name
09/06/1982,1,False,44,Pereira,NA,Maria Luiza,male,Contra regra,sit,09/06/1982,,102547.39,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
04/08/2014,1,False,37,Vieira,NA,Cauã,male,Profissional de tecnologia de laticínios,laudantium,04/08/2014,,41641.01,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
22/02/2023,1,False,1,da Costa,T,Maria Vitória,other,Perito judicial,rerum,22/02/2023,23/07/2023,76197.44,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
06/10/1959,1,False,50,Rocha,NA,Thales,other,Agrimensor,temporibus,06/10/1959,,88595.49,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
29/09/1983,1,False,31,Melo,N,Davi Lucas,female,Recreador,autem,29/09/1983,,66471.72,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
18/12/2010,1,False,49,Fogaça,NA,João,female,Cantor,rerum,18/12/2010,,55423.48,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
18/01/2021,1,False,10,da Cruz,J,Guilherme,female,Vistoriador de sinistros,facilis,18/01/2021,,82419.57,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
05/09/1995,1,False,16,Cavalcanti,G,Francisco,female,Copeiro,laborum,05/09/1995,,103159.58,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
22/06/2002,1,False,40,Rocha,F,Laura,female,Pizzaiolo,reprehenderit,22/06/2002,,45510.53,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
13/07/2018,1,False,17,Vieira,NA,Bruna,male,Agrimensor,inventore,13/07/2018,,98955.88,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
25/08/2018,1,False,22,Pereira,NA,Nathan,female,Guarda ou policial rodoviário,recusandae,25/08/2018,,56327.61,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
13/08/1984,1,False,8,Ramos,U,Giovanna,other,Fisioterapeuta,occaecati,13/08/1984,08/10/1997,43355.95,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
30/12/1982,1,False,14,das Neves,O,Clarice,female,Produtor editorial,ullam,30/12/1982,,96185.5,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
24/08/1961,1,False,43,Nunes,C,Camila,female,Astrônomo,saepe,24/08/1961,,96803.46,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
13/11/1995,1,False,6,da Cruz,B,Davi Lucas,other,Bancário,odit,13/11/1995,,69077.92,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
02/02/2020,1,False,2,Pereira,L,Catarina,other,Capitão,possimus,02/02/2020,25/02/2021,109702.22,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
17/05/2006,1,False,18,Dias,P,Maria Clara,male,Soldador,officia,17/05/2006,,79664.24,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
05/04/1958,1,False,15,da Mota,T,Pedro Miguel,male,Amolador de ferramentas,velit,05/04/1958,,38465.42,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
24/07/1988,1,False,5,Vieira,T,Davi,female,Instrumentista musical,beatae,24/07/1988,,63467.86,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
09/12/1969,1,False,25,da Mata,NA,NA,male,Grafologista,hic,09/12/1969,,46719.87,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
13/07/2004,1,False,36,da Conceição,U,Manuela,other,Ferreiro,magnam,13/07/2004,,109725.94,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
07/05/1993,1,False,30,Caldeira,L,Ana Sophia,male,Surfista,cum,07/05/1993,,114129.59,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
23/12/2003,1,False,23,Barros,A,Raquel,male,Designer de produto ou desenhista industrial,voluptate,23/12/2003,29/07/2022,70293.15,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
12/11/1978,1,False,4,Souza,U,NA,other,Barman,fuga,12/11/1978,,52026.04,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
31/10/1972,1,False,27,Costela,T,Pedro,other,Profissional de manutenção industrial,blanditiis,31/10/1972,,44799.91,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
19/07/1962,1,False,24,Duarte,Z,Anthony,female,Harpista,id,19/07/1962,,78369.91,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
03/11/2001,1,False,19,Aragão,V,Ryan,female,Fisiculturista,odit,03/11/2001,30/10/2008,104800.98,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
02/07/2014,1,False,42,Freitas,U,Helena,male,Assistente de produção,animi,02/07/2014,,63050.31,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
22/10/1952,1,False,20,Aragão,NA,Laís,male,Montador,aut,22/10/1952,,93988.96,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
03/01/1971,1,False,33,da Cunha,Z,Vicente,other,Segurança particular,fuga,03/01/1971,,55093.3,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
26/01/1976,1,False,39,Dias,NA,Isaac,male,Arranjador musical,voluptates,26/01/1976,,108315.91,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
13/07/1998,1,False,48,da Cunha,NA,Ana Julia,other,Tecnólogo em papel e celulose,excepturi,13/07/1998,,80863.18,C:\Users\abcurtis\OneDrive - UW\__Teaching__\GitHubConnections\ACCTG521_Labs\Class17_GenAITests\prompt1\output_data15.csv,output_data15.csv,questions_data15
